Have,Generation,Allegiance,Year,Country/Region,Type,Name,Description,Repainted,Remolded
,G2,A,1994,Europe,Dinobot,Slag (Red),Red Triceratops,Yes,No
,G2,A,1993,USA,Dinobot,Slag (Red),Red Triceratops,Yes,No
,G2,A,1994,Europe,Dinobot,Snarl (Green),Green Stegosaurus,Yes,No
,G2,A,1993,USA,Dinobot,Snarl (Green),Green Stegosaurus,Yes,No
,G2,A,1994,Europe,Dinobot,Snarl (Grey),Grey Stegosaurus,No,No
,G2,A,1993,USA,Dinobot,Snarl (Grey),Grey Stegosaurus,No,No
,G2,A,1994,Europe,Dinobot,Snarl (Red),Red Stegosaurus,Yes,No
,G2,A,1993,USA,Dinobot,Snarl (Red),Red Stegosaurus,Yes,No
,G2,A,1995,Europe,Gobot,Blowout,Transparent Grey Sports Car,No,No
,G2,C,1994,Japan,Gobot,Blowout,Transparent Grey Sports Car,No,No
,G2,A,1995,USA,Gobot,Blowout,Transparent Grey Sports Car,No,No
,G2,A,1995,Europe,Gobot,Bumblebee,Metallic Yellow Pontiac Firebird,Yes,No
,G2,C,1994,Japan,Gobot,Bumblebee,Metallic Yellow Pontiac Firebird,Yes,No
,G2,A,1995,USA,Gobot,Bumblebee,Metallic Yellow Pontiac Firebird,Yes,No
,G2,A,1995,Europe,Gobot,Double Clutch,Red/White/Blue Indy Racer,No,No
,G2,C,1994,Japan,Gobot,Double Clutch,Red/White/Blue Indy Racer,No,No
,G2,A,1995,USA,Gobot,Double Clutch,Red/White/Blue Indy Racer,No,No
,G2,A,1995,Europe,Gobot,Firecracker,Transparent Red Lamborghini Diablo,No,No
,G2,C,1994,Japan,Gobot,Firecracker,Transparent Red Lamborghini Diablo,No,No
,G2,A,1995,USA,Gobot,Firecracker,Transparent Red Lamborghini Diablo,No,No
,G2,D,1995,Europe,Gobot,Frenzy,Purple/Black Car,Yes,No
,G2,D,1994,Japan,Gobot,Frenzy,Purple/Black Car,Yes,No
,G2,D,1995,USA,Gobot,Frenzy,Purple/Black Car,Yes,No
,G2,A,1995,Europe,Gobot,Gearhead,Yellow NASCAR Stock Car,No,No
,G2,C,1994,Japan,Gobot,Gearhead,Yellow NASCAR Stock Car,No,No
,G2,A,1995,USA,Gobot,Gearhead,Yellow NASCAR Stock Car,No,No
,G2,A,1995,Europe,Gobot,High Beam,Green Pontiac Firebird,No,No
,G2,C,1994,Japan,Gobot,High Beam,Green Pontiac Firebird,No,No
,G2,A,1995,USA,Gobot,High Beam,Green Pontiac Firebird,No,No
,G2,A,1995,Europe,Gobot,Ironhide,Silver/Black Pickup Truck,Yes,No
,G2,C,1994,Japan,Gobot,Ironhide,Silver/Black Pickup Truck,Yes,No
,G2,A,1995,USA,Gobot,Ironhide,Silver/Black Pickup Truck,Yes,No
,G2,D,1995,Europe,Gobot,Megatron,Grey/Silver Car,Yes,No
,G2,D,1994,Japan,Gobot,Megatron,Grey/Silver Car,Yes,No
,G2,D,1995,USA,Gobot,Megatron,Grey/Silver Car,Yes,No
,G2,A,1995,Europe,Gobot,Mirage,Black/Yellow/Red Indy Racer,Yes,No
,G2,C,1994,Japan,Gobot,Mirage,Black/Yellow/Red Indy Racer,Yes,No
,G2,A,1995,USA,Gobot,Mirage,Black/Yellow/Red Indy Racer,Yes,No
,G2,A,1995,Europe,Gobot,Motormouth,Blue Chevy Pick-Up Truck,No,No
,G2,C,1994,Japan,Gobot,Motormouth,Blue Chevy Pick-Up Truck,No,No
,G2,A,1995,USA,Gobot,Motormouth,Blue Chevy Pick-Up Truck,No,No
,G2,D,1995,USA,Gobot,Nightracer,Black/Yellow Pontiac Firebird,Yes,No
,G2,A,1995,Europe,Gobot,Optimus Prime,,Yes,No
,G2,C,1994,Japan,Gobot,Optimus Prime,Red Lamborghini Diablo,Yes,No
,G2,A,1995,USA,Gobot,Optimus Prime,Red Lamborghini Diablo,Yes,No
,G2,A,1995,Europe,Gobot,Sideswipe,Metallic Blue/Black Lamborghini Diablo,Yes,No
,G2,C,1994,Japan,Gobot,Sideswipe,Metallic Blue/Black Lamborghini Diablo,Yes,No
,G2,A,1995,USA,Gobot,Sideswipe,Metallic Blue/Black Lamborghini Diablo,Yes,No
,G2,D,1995,Europe,Gobot,Soundwave,Yellow/Blue/Black NASCAR Stock Car,Yes,No
,G2,D,1994,Japan,Gobot,Soundwave,Yellow/Blue/Black NASCAR Stock Car,Yes,No
,G2,D,1995,USA,Gobot,Soundwave,Yellow/Blue/Black NASCAR Stock Car,Yes,No
,G2,A,1993,Europe,Heroics,Inferno,Red/White Fire Engine,Yes,No
,G2,A,1993,Europe,Heroics,Jazz,White Porsche 935 Turbo (Or Gambella Avalanche),Yes,Yes
,G2,A,1993,Europe,Heroics,Sideswipe,Black Lamborghini Countach LP500S,Yes,No
,G2,A,1994,Europe,Illuminator,Electro,Gold/Grey Pickup Truck,No,No
,G2,D,1994,Europe,Illuminator,Fireball,Red/Orange/Yellow Hot Rod Car,No,No
,G2,D,1994,Europe,Illuminator,Hotrod,Purple/Grey Hot Rod Car,No,No
,G2,A,1994,Europe,Illuminator,Volt,Black/Red/Orange Hot Rod Car,No,No
,G2,D,1993,USA,Jet,Afterburner,Blue F-104S Starfighter Jet,No,No
,G2,D,1993,USA,Jet,Eagle Eye,Green Saab JAS 39 Gripen Jet,No,No
,G2,D,1993,USA,Jet,Ramjet,Purple/Black Fighter Jet,Yes,No
,G2,D,1993,USA,Jet,Starscream,Grey F-15,Yes,No
,G2,D,1993,USA,Jet,Terradive,Black F-8 Crusader,No,No
,G2,D,1993,USA,Jet,Windrazor,Grey F-16 Falcon,No,No
,G2,A,1992,Argentina,Jumpstarter,Robot-Man X (Green & White),,Yes,No
,G2,A,1992,Argentina,Jumpstarter,Robot-Man X (Red & Yellow),,Yes,No
,G2,A,1992,Argentina,Jumpstarter,Robot-Man Z (Black & White),,Yes,No
,G2,A,1992,Argentina,Jumpstarter,Robot-Man Z (Blue & Yellow),,Yes,No
,G2,D,1995,Europe,Laser Cycle,Road Pig,Black Honda Goldwing Motorcycle,No,No
,G2,D,1994,Japan,Laser Cycle,Road Pig,,No,No
,G2,D,1995,USA,Laser Cycle,Road Pig,Black Honda Goldwing Motorcycle,No,No
,G2,A,1995,Europe,Laser Cycle,Road Rocket,Red Motorcyle,No,No
,G2,C,1994,Japan,Laser Cycle,Road Rocket,,No,No
,G2,A,1995,USA,Laser Cycle,Road Rocket,Red Motorcyle,No,No
,G2,C,1994,Japan,Laser Rod,Autovolt,Red/Orange/Yellow Hot Rod Car,No,No
,G2,C,1994,Japan,Laser Rod,Effectro,Gold/Grey Pickup Truck,No,No
,G2,A,1994,USA,Laser Rod,Electro,Gold/Grey Pickup Truck,No,No
,G2,D,1994,Japan,Laser Rod,Firebot,Black/Red/Orange Hot Rod Car,No,No
,G2,D,1994,Japan,Laser Rod,Hotlaw,Purple/Grey Hot Rod Car,No,No
,G2,D,1994,USA,Laser Rod,Jolt,Purple/Grey Hot Rod Car,No,No
,G2,D,1994,USA,Laser Rod,Sizzle,Black/Red/Orange Hot Rod Car,No,No
,G2,A,1994,USA,Laser Rod,Volt,Red/Orange/Yellow Hot Rod Car,No,No
,G2,C,1994,Japan,Laser Rod Leader,Battle Convoy,Red/Black Longnose Tractor Cab,No,No
,G2,A,1995,Europe,Laser Rod Leader,Optimus Prime,Red/Black Longnose Tractor Cab,No,No
,G2,A,1995,USA,Laser Rod Leader,Optimus Prime,Red/Black Longnose Tractor Cab,No,No
,G2,D,1994,Europe,Leader,Megatron,Green/Purple/Grey Tank,No,No
,G2,D,1993,USA,Leader,Megatron,Green/Purple/Grey Tank,No,No
,G2,A,1993,Europe,Leader,Optimus Prime,Red Freightliner COE Dual-Axle Tractor Truck,Yes,No
,G2,A,1993,USA,Leader,Optimus Prime,Red Freightliner COE Dual-Axle Tractor Truck,Yes,No
,G2,A,1993,Europe,Lightformer,Deftwing,Light Blue Jet,No,No
,G2,A,1993,Europe,Lightformer,Ironfist,Tan Jeep,No,No
,G2,A,1993,Europe,Mini Car,Beachcomber,Metallic Green Dune Buggy,Yes,No
,G2,A,1993,USA,Mini Car,Beachcomber,Metallic Green Dune Buggy,Yes,No
,G2,A,1993,Europe,Mini Car,Bumblebee,Metallic Gold Volkswagen Beetle,No,No
,G2,A,1993,USA,Mini Car,Bumblebee,Metallic Gold Volkswagen Beetle,No,No
,G2,A,1993,Europe,Mini Car,Hub Cap,Metallic Red Porsche 924 (Or Porsche 944),Yes,Yes
,G2,A,1993,USA,Mini Car,Hub Cap,Metallic Red Volkswagen Jetta,Yes,Yes
,G2,A,1993,Europe,Mini Car,Seaspray,Metallic Blue/White/Yellow Hovercraft,Yes,No
,G2,A,1993,USA,Mini Car,Seaspray,Metallic Blue/White/Yellow Hovercraft,Yes,No
,G2,A,1993,Europe,Obliterator,Clench,Black/Grey/Green/Red Truck,No,No
,G2,D,1993,Europe,Obliterator,Pyro,Red/Orange All-Terrain Rescue Vehicle,No,No
,G2,D,1995,Europe,Power Master,Bulletbike,Red/Black Motorcycle With Sidecar,No,No
,G2,A,1995,Europe,Power Master,Ironhide,Khaki Range Rover,No,No
,G2,A,1995,Europe,Power Master,Meanstreak,Blue Futuristic Car,No,No
,G2,D,1995,Europe,Power Master,Staxx,Blue/Tan Tractor Cab,No,No
,G2,D,1993,Europe,Predator,Falcon,Grey/Light Blue F-177A Stealth Fighter,No,No
,G2,D,1993,Europe,Predator,Skydive,Purple YF-23 Black Widow Jet,No,No
,G2,D,1993,Europe,Predator,Skyquake,Green Bomber,No,No
,G2,D,1993,Europe,Predator,Snare,Red/Black Grumman X-29,No,No
,G2,D,1993,Europe,Predator,Stalker,Blue/Pink Missile Carrier,No,No
,G2,D,1993,Europe,Predator,Talon,Blue/Black F-15 Eagle,No,No
,G2,D,1993,Europe,Rescue Force,Drilltank,Yellow Drill Tank,Yes,No
,G2,D,1993,Europe,Rescue Force,Dune Buggy,Blue Dune Buggy,Yes,No
,G2,D,1993,Europe,Rescue Force,Grapple-Claw Tank,Blue Grapple-Claw Tank,Yes,No
,G2,D,1993,Europe,Rescue Force,Jet,White/Red Jet,Yes,No
,G2,A,1994,USA,Rotor Force,Leadfoot,Yellow/Blue Indy Car,No,No
,G2,A,1994,USA,Rotor Force,Manta Ray,Yellow/Blue Powerboat,No,No
,G2,D,1994,USA,Rotor Force,Powerdive,Green/Black/Purple AH64 Apache Helicopter,No,No
,G2,D,1994,USA,Rotor Force,Ransack,Purple/Green Chance-Voght F4U Corsair,No,No
,G2,D,1994,Europe,Rotorbots,Blade,Green/Black/Purple AH64 Apache Helicopter,No,No
,G2,D,1994,Europe,Rotorbots,Blitz,Purple/Green Chance-Voght F4U Corsair,No,No
,G2,A,1994,Europe,Rotorbots,Hotfoot,Yellow/Blue Indy Car,No,No
,G2,A,1994,Europe,Rotorbots,Piranha,Yellow/Blue Powerboat,No,No
,G2,D,1993,Europe,Skyraiders,Ramjet,Purple/Black Fighter Jet,Yes,No
,G2,D,1993,Europe,Skyraiders,Starscream,Grey F-15,Yes,No
,G2,D,1993,Europe,Skyscorchers,Hawk,Green Saab JAS 39 Gripen Jet,No,No
,G2,D,1993,Europe,Skyscorchers,Snipe,Blue F-104S Starfighter Jet,No,No
,G2,D,1993,Europe,Skyscorchers,Terradive,Black F-8 Crusader,No,No
,G2,D,1993,Europe,Skyscorchers,Tornado,Grey F-16 Falcon,No,No
,G2,A,1994,Europe,Sparkabot,Blaze,Transparent Blue Sports Car,Yes,No
,G2,D,1994,Europe,Sparkabot,Flamefeather,Transparent Yellow Bird-Dragon Monster,Yes,No
,G2,A,1994,Europe,Sparkabot,Sizzle,Transparent Green Formula 1 Racing Car,Yes,No
,G2,D,1994,Europe,Sparkabot,Sparkstalker,Transparent Pink Bird-Dragon Monster,Yes,No
,G2,D,1993,Europe,Stormtrooper,Aquablast,Green Car,No,No
,G2,D,1993,Europe,Stormtrooper,Drench,Red Car,No,No
,G2,D,1993,Europe,Stormtrooper,Hydradread,Marine Blue Dodge Viper,No,No
,G2,D,1993,Europe,Stormtrooper,Rage,Black Car,No,No
,G2,D,1994,USA,Stunticon,Breakdown,Purple/Lavender Lamborghini Countach LP500S,Yes,No
,G2,D,1993,Europe,Trakkon,Calcar,Pink Cabriolet Car,No,No
,G2,D,1993,Europe,Trakkon,Fearswoop,Yellow Jet,No,No
,G2,A,1993,Europe,Turbomaster,Boss,"Blue ""Batmobile"" Car",No,No
,G2,A,1993,Europe,Turbomaster,Flash,Red/Blue Car,No,No
,G2,A,1993,Europe,Turbomaster,Hurricane,White Sports Car,No,No
,G2,A,1993,Europe,Turbomaster,Rotorstorm,Blue Helicopter,No,No
,G2,A,1993,Europe,Turbomaster,Scorch,Yellow Pickup Truck,No,No
,G2,A,1993,Europe,Turbomaster,Thunderclash,White/Red/Blue Tractor/Trailer With Battle Platform,No,No
,G2 Rerelease,C,2006,Japan,Laser Rod Leader,Prime of Justice,Red/Black Longnose Tractor Cab,Yes,No
,G2 Rerelease,C,2006,Japan,Laser Rod Leader,Ultra Magnus,Red/Black Longnose Tractor Cab,Yes,No
,Galaxy Force,C,2005,Japan,Deluxe,Autovolt,,No,No
,Galaxy Force,C,2005,Japan,Deluxe,Blurr,,Yes,Yes
,Galaxy Force,D,2005,Japan,Deluxe,Buzzsaw,,Yes,Yes
,Galaxy Force,D,2005,Japan,Deluxe,Chromia,,No,No
,Galaxy Force,D,2006,Japan,Deluxe,Chromia (White),,Yes,No
,Galaxy Force,D,2005,Japan,Deluxe,Dark Nitro Convoy,,Yes,No
,Galaxy Force,C,2005,Japan,Deluxe,Exigeyser,,No,No
,Galaxy Force,C,2004,Japan,Deluxe,Exillion,,No,No
,Galaxy Force,C,2005,Japan,Deluxe,Exillion (Hot Rodimus),,Yes,No
,Galaxy Force,C,2005,Japan,Deluxe,Fang Wolf,,No,No
,Galaxy Force,D,2005,Japan,Deluxe,Fang Wolf (Dark),,Yes,No
,Galaxy Force,C,2005,Japan,Deluxe,First Aid,,No,No
,Galaxy Force,C,2005,Japan,Deluxe,Guard Shell,,No,No
,Galaxy Force,D,2005,Japan,Deluxe,Inch Up,,No,No
,Galaxy Force,C,2005,Japan,Deluxe,Longrack,,Yes,Yes
,Galaxy Force,D,2005,Japan,Deluxe,Nitro Convoy,,No,No
,Galaxy Force,D,2005,Japan,Deluxe,Noise Maze,,No,No
,Galaxy Force,D,2006,Japan,Deluxe,Noise Maze (Production),,Yes,No
,Galaxy Force,D,2005,Japan,Deluxe,Runabout,,Yes,Yes
,Galaxy Force,D,2005,Japan,Deluxe,Tera Shaver,,No,No
,Galaxy Force,D,2004,Japan,Deluxe,Thundercracker,,No,No
,Galaxy Force,C,2005,Japan,EZ Collection,Galaxy Convoy,,No,No
,Galaxy Force,C,2005,Japan,EZ Collection,Galaxy Convoy (Clear),,Yes,No
,Galaxy Force,C,2005,Japan,EZ Collection,Galaxy Convoy (Matalic),,No,No
,Galaxy Force,D,2005,Japan,EZ Collection,Master Galvatron,,Yes,No
,Galaxy Force,D,2005,Japan,EZ Collection,Master Megatron,,No,No
,Galaxy Force,D,2005,Japan,EZ Collection,Master Megatron (Clear),,Yes,No
,Galaxy Force,D,2005,Japan,EZ Collection,Starscream,,No,No
,Galaxy Force,D,2005,Japan,EZ Collection,Starscream (Clear),,Yes,No
,Galaxy Force,-,2005,Japan,Force Chip,Cybertron (Metalic Red),,-,-
,Galaxy Force,-,2005,Japan,Force Chip,Ignition Prize,,-,-
,Galaxy Force,-,2004,Japan,Force Chip,Mystery,,-,-
,Galaxy Force,C,2004,Japan,Leader,Galaxy Convoy,,No,No
,Galaxy Force,C,2005,Japan,Leader,Galaxy Convoy (Clear),,Yes,No
,Galaxy Force,C,2005,Japan,Leader,Galaxy Convoy (Contest),,Yes,No
,Galaxy Force,C,2006,Japan,Leader,Galaxy Convoy (Gold),,Yes,No
,Galaxy Force,C,2005,Japan,Leader,Galaxy Convoy (Silver),,Yes,No
,Galaxy Force,D,2005,Japan,Leader,Master Galvatron,,Yes,No
,Galaxy Force,D,2005,Japan,Leader,Master Galvatron (Gold),,Yes,No
,Galaxy Force,D,2004,Japan,Leader,Master Megatron,,No,No
,Galaxy Force,C,2005,Japan,Leader,Megalo Convoy,,No,No
,Galaxy Force,C,2005,Japan,Leader,Megalo Convoy (Gold),,Yes,No
,Galaxy Force,C,2004,Japan,Micron Auto Team,Cyana,,Yes,Yes
,Galaxy Force,C,2004,Japan,Micron Auto Team,Gagenda,,Yes,Yes
,Galaxy Force,C,2004,Japan,Micron Auto Team,Sullow,,Yes,Yes
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Bit,,Yes,No
,Galaxy Force,D,2005,Japan,Micron Booster Version 3,Bug (Drone),,Yes,No
,Galaxy Force,D,2005,Japan,Micron Booster Version 3,Bug (General),,Yes,No
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Dice,,Yes,Yes
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Jack,,Yes,Yes
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Plier,,Yes,No
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Plug,,Yes,Yes
,Galaxy Force,C,2005,Japan,Micron Booster Version 3,Socket,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Caliber Team,Hyakuri,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Caliber Team,Ichibi,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Caliber Team,Mugen,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellfire Team,Bulge,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellfire Team,Graviton,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellfire Team,Quasar,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellflame Team,Bulge,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellflame Team,Graviton,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Hellflame Team,Quasar,,Yes,No
,Galaxy Force,C,2004,Japan,Micron Kabaya Galaxy,Blit,,Yes,No
,Galaxy Force,C,2004,Japan,Micron Kabaya Galaxy,Bumper,,Yes,No
,Galaxy Force,C,2004,Japan,Micron Kabaya Galaxy,Hop,,Yes,Yes
,Galaxy Force,C,2004,Japan,Micron Kabaya Galaxy,Roots,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Megalo Team,Gritbit,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Megalo Team,Zapmap,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Megalo Team,Zigzag,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Platinum Team,Element,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Platinum Team,Factor,,Yes,No
,Galaxy Force,N,2005,Japan,Micron Platinum Team,Material,,Yes,No
,Galaxy Force,C,2004,Japan,Micron Team,Blit,,No,No
,Galaxy Force,C,2004,Japan,Micron Team,Bumper,,No,No
,Galaxy Force,C,2004,Japan,Micron Team,Hop,,No,No
,Galaxy Force,C,2005,Japan,Minicon Partner,Horri-Bull,,No,No
,Galaxy Force,C,2005,Japan,Minicon Partner,Horri-Bull (Gold),,Yes,No
,Galaxy Force,D,2005,Japan,Minicon Partner,Killer Condor,,No,No
,Galaxy Force,D,2006,Japan,Minicon Partner,Killer Condor (Black & Gold),,Yes,No
,Galaxy Force,C,2004,Japan,Minicon Partner,Roots,,Yes,No
,Galaxy Force,C,2005,Japan,Scout,Autolander,,No,No
,Galaxy Force,C,2004,Japan,Scout,Backpack,,No,No
,Galaxy Force,C,2005,Japan,Scout,Dino Shout,,No,No
,Galaxy Force,D,2005,Japan,Scout,Gasket,,No,No
,Galaxy Force,D,2005,Japan,Scout,Gasket (Police),,Yes,No
,Galaxy Force,C,2004,Japan,Scout,Jackshot,,No,No
,Galaxy Force,D,2005,Japan,Scout,Ramble,,No,No
,Galaxy Force,D,2005,Japan,Scout,Ramble (Blue),,Yes,No
,Galaxy Force,D,2005,Japan,Scout,Ramble (Coby),,Yes,No
,Galaxy Force,D,2005,Japan,Scout,Ramble (Yellow),,Yes,No
,Galaxy Force,D,2005,Japan,Scout,Road Storm,,No,No
,Galaxy Force,C,2005,Japan,Scout,Saidos,,No,No
,Galaxy Force,C,2005,Japan,Scout,Skids,,No,No
,Galaxy Force,C,2005,Japan,Supreme,Primus,,No,No
,Galaxy Force,C,2004,Japan,Ultra,Dreadrock,,No,No
,Galaxy Force,C,2005,Japan,Ultra,First Gunner,,No,No
,Galaxy Force,D,2005,Japan,Ultra,Flame Convoy,,No,No
,Galaxy Force,D,2005,Japan,Ultra,Flame Convoy (Skylynx),,Yes,No
,Galaxy Force,C,2005,Japan,Ultra,Sonic Bomber,,No,No
,Galaxy Force,C,2005,Japan,Ultra,Sonic Bomber (Fire),,Yes,No
,Galaxy Force,C,2005,Japan,Voyager,Back Gild,,No,No
,Galaxy Force,D,2005,Japan,Voyager,Dark Liger Jack,,Yes,No
,Galaxy Force,D,2005,Japan,Voyager,Demolishor,,No,No
,Galaxy Force,D,2004,Japan,Voyager,Land Bullet,,No,No
,Galaxy Force,C,2005,Japan,Voyager,Liger Jack,,No,No
,Galaxy Force,C,2005,Japan,Voyager,Live Convoy,,No,No
,Galaxy Force,D,2006,Japan,Voyager,Soundblaster,,Yes,No
,Galaxy Force,D,2005,Japan,Voyager,Soundwave,,No,No
,Galaxy Force,D,2004,Japan,Voyager,Starscream,,Yes,No
,Galaxy Force,C,2004,Japan,Voyager,Vector Prime,,Yes,No
,Go-Bots,A,2004,USA,Basic,Aero-Bot (Gobrillium),Metalic Blue/Orange Car,,
,Go-Bots,A,2003,USA,Basic,Aero-Bot II,Blue/Orange Car,,
,Go-Bots,M,2003,USA,Basic,Beast-Bot,Blue/Purple/Grey Gorilla,,
,Go-Bots,M,2004,USA,Basic,Beast-Bot (Dino),Blue Dinosaur,,
,Go-Bots,M,2003,USA,Basic,Beast-Bot II,Blue Cheetah,,
,Go-Bots,A,2004,USA,Basic,Buzzer-Bot (Car),Waspinator Deco Convertible,,
,Go-Bots,A,2003,USA,Basic,Buzzer-Bot (Motor Cycle),Waspinator Deco Motorcycle,,
,Go-Bots,M,2003,USA,Basic,Buzzer-Bot (Wasp),Violet/Green Wasp,,
,Go-Bots,M,2002,USA,Basic,Cheetor,Yellow/Green/Red Cheetah,,
,Go-Bots,M,2003,USA,Basic,Cop-Bot,Police Car,,
,Go-Bots,M,2005,USA,Basic,Cop-Bot (Motor Cycle),Police Motorcycle,,
,Go-Bots,M,2003,USA,Basic,Dino-Bot,Grey/Turquoise Raptor,,
,Go-Bots,A,2003,USA,Basic,Fire-Bot,White/Red Fire Rescue Car,,
,Go-Bots,A,2003,USA,Basic,Flash-Bot,Turquoise Pickup Truck,,
,Go-Bots,M,2002,USA,Basic,Gorillabot,Super Deformed Purple/Blue/Gray Gorilla,,
,Go-Bots,M,2005,USA,Basic,Gorilla-Bot (Black),Black Gorilla,,
,Go-Bots,D,2002,USA,Basic,Mototron,Black/Red/Grey/Green Sports Car,,
,Go-Bots,A,2003,USA,Basic,Prowl-Bot,Police Car,,
,Go-Bots,M,2002,USA,Basic,Reptron,Orange/Red/Grey Raptor,,
,Go-Bots,M,2003,USA,Basic,Reptron (Black),Black Raptor,,
,Go-Bots,A,2003,USA,Basic,Scrap-Bot,Green Bulldozer,,
,Go-Bots,A,2002,USA,Basic,Speedbot,Red/Blue/Yellow Sports Car,,
,Go-Bots,A,2004,USA,Basic,Speed-Bot (Gobrillium),Metalic Red/Blue/Yellow Sports Car,,
,Go-Bots,A,2005,USA,Basic,Speed-Bot (Muscle Car),Red Car,,
,Go-Bots,A,2003,USA,Basic,Speed-Bot (New Logo),Red/Blue/Yellow Sports Car,,
,Go-Bots,A,2003,USA,Basic,Speed-Bot (New Version),Red Race Car,,
,Go-Bots,A,2004,USA,Basic,Strong-Bot (ATV),Yellow All ATV,,
,Go-Bots,A,2003,USA,Basic,Strong-Bot (Bull Dozer),Yellow Bull Dozer,,
,Go-Bots,A,2003,USA,Basic,Strong-Bot (Dump Truck),Yellow Dump Truck,,
,Go-Bots,A,2005,USA,Basic,Strong-Bot (Pickup Truck),Yellow/Grey Pickup Truck,,
,Go-Bots,M,2003,USA,Basic,Tigertron,Orange Tiger,,
,Go-Bots,A,2004,USA,Basic Glow-Bots,Buzzer-Bot,Violet/Green Wasp,,
,Go-Bots,A,2004,USA,Basic Glow-Bots,Racer-Bot Beta,Purple Roadster,,
,Go-Bots,A,2004,USA,Basic Glow-Bots,Taxi-Bot,Yellow Taxi,,
,Go-Bots,A,2004,USA,Basic Glow-Bots,Truck-Bot,Black Pickup Truck,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Fire-Bot (Clear),Clear/Translucent Red Firec Rescue Car,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Preditron,Translucent Blue/Orange Wolf,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Racer-Bot Alpha,Translucent Blue Race Car,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Racer-Bot Beta,Translucent Purple Roadster,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Reptron,Translucent Black Raptor,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Speed-Bot,Translucent Red/Blue/Yellow Sports Car,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Strong-Bot (ATV),Translucent Yellow Cement Mixer,,
,Go-Bots,A,2004,USA,Basic Invisibility Force,Strong-Bot (Cement Mixer),Translucent Gold/Silver Cement Mixer,,
,Go-Bots,A,2003,USA,Deluxe,Aero-Bot,Super Deformed F1 Racer,,
,Go-Bots,A,2003,USA,Deluxe,Mirage-Bot,Blue/White Indy Racer,,
,Go-Bots,A,2004,USA,Deluxe,Speed-Bot,Red Sports Car,,
,Go-Bots,A,2003,USA,Deluxe,Speed-Bot II,Red Super Deformed F1 Racer,,
,Go-Bots,A,2002,USA,Mega,Aerobot,Blue/Silver/Orange Jet,,
,Go-Bots,A,2003,USA,Mega,Aero-Bot,Metalic Blue/Silver/Orange Jet,,
,Go-Bots,A,2004,USA,Mega,Aero-Bot (Flying Fists),Blue/Silver/Orange Jet,,
,Go-Bots,A,2003,USA,Mega,Silverbolt,Grey/Yellow/Green Jet,,
,Go-Bots,A,2003,USA,Mega,Silver-Bot,Metalic Grey/Yellow/Green Jet,,
,Go-Bots,A,2004,USA,Mega,Silver-Bot (Flying Fist),Grey/Yellow/Green Jet,,
,Go-Bots,A,2003,USA,Ultra,Hauler-Bot,Yellow/Grey Tractor Truck and Trailer,,
,Go-Bots,A,2003,USA,Ultra,Speed-Bot Dragster,Black/Red/Yellow Dragster,,
,Hybrid Series,C,2006,Japan,,Convoy,,-,-
,Hybrid Series,C,2005,Japan,,Galaxy Convoy,,-,-
,Machine Wars,A,1997,USA,Basic,Hoist,Black/Brown Tow Truck,No,No
,Machine Wars,A,1997,USA,Basic,Hubcap,Black/Yellow Tow Truck,Yes,No
,Machine Wars,D,1997,USA,Basic,Megaplex,Grey/Aqua F-22 ATF Jet,Yes,No
,Machine Wars,D,1997,USA,Basic,Megatron,Light Blue/Aqua F-22 ATF Jet,No,No
,Machine Wars,A,1997,USA,Basic,Mirage,White/Blue Indy Racer,Yes,No
,Machine Wars,A,1997,USA,Basic,Prowl,Black/White Indy Racer,No,No
,Machine Wars,D,1997,USA,Basic,Skywarp,Black/White Dassault Rafael Jet,No,No
,Machine Wars,D,1997,USA,Basic,Thundercracker,Green/Brown/White Dassault Rafael Jet,Yes,No
,Machine Wars,P,2006,USA,Basic,Waspinator,,Yes,No
,Machine Wars,A,1997,USA,Mega,Sandstorm,Brown/Olive Helicopter,Yes,Yes
,Machine Wars,D,1997,USA,Mega,Soundwave,Red/Grey Missile Carrier,Yes,Yes
